CharityRegistrationNumber,Name,StreetAddressLine1,StreetAddressLine2,StreetAddressSuburb,StreetAddressCity,StreetAddressPostcode,StreetAddressCountry,Latitude,Longitude
CC22297,Silverstream College Board Of Proprietors,207 Fergusson Drive, ,Heretaunga,Upper Hutt,5018,,-41.1452492,175.0122405
CC22070,OMF NZ Homeside Trust,591 Dominion Road, ,Mount Eden,Auckland,1041,,-36.8887343,174.7465454
CC21500,Crossroads Youth With A Future,47 Hampshire Street, ,Aranui,Christchurch,8061,,-43.5112457,172.7010004
CC24389,Te Whangai Trust Board,1011 Miranda Road,RD 3, ,Miranda,2473,,-37.1822515,175.3031149
CC22519,Lilburn Trust,"Music Advisory Committee, Lilburn Trust",P O Box 12-349, ,Wellington,6144,,33.8901036,-84.1429719
CC22410,Centre for Fine Woodworking Trust,465 Wakapuaka Road,RD 1,Wakapuaka,Nelson,7071,,-41.2073044,173.3650389
CC21476,Waikato River Trails Trust,6 Main Street,, ,Putaruru,3411,,-38.0510845,175.7798762
CC24193,Havelock North Community Patrol Incorporated,27 Havelock Road,, ,Havelock North,4130,,-39.6683211,176.8750958
CC21615,Marlborough Girls And Boys Brigade Campsite Committee,161 Hospital Road, ,Witherlea,Blenheim,7201,,-41.5335102,173.9609799
CC23332,Growers Trading Co Limited,404 Weedons Road,RD 8,Rolleston,Christchurch,7678,,-43.6122986,172.4312811
CC22244,Elevate Christian Disability Trust,ELEVATE CHRISTIAN DISABILITY TRUST,173 Mount Smart Road,Onehunga,Auckland,1061,,-36.9154914,174.7949963
CC21475,Oamaru Assembly Of God Church,17 College Street, ,Oamaru North,Oamaru,9400,,-45.0730633,170.9919979
CC21913,Southern Insight Meditation,27 Cradock Street, ,South New Brighton,Christchurch,8062,,-43.5256399,172.7320925
CC21589,Christ's College Canterbury,33 Rolleston Avenue, ,Christchurch Central,Christchurch,8013,,-43.5301028,172.6271228
CC24261,Art Hawke's Bay Incorporated,1239 Ada Street, ,Parkvale,Hastings,4122,,-39.6509321,176.8651995
CC21481,VUW School Of Government Trust,Kelburn Parade, ,Kelburn,Wellington,6012,,-41.289581,174.76736
CC26839,Pathway Trust,44 Mandeville Street, ,Riccarton,Christchurch,8011,,-43.534655,172.607128
CC21477,Owhetu Block Charitable Trust,8 Morningside Road, ,Morningside,Whangarei,0110,,-35.7320665,174.3184307
CC22518,Coromandel Independent Living Trust,150 Pound Street,Coromandel 3506, ,Coromandel,3506,,-36.7611443,175.5006219
CC26020,Trust Investments Management Limited,Level 4,123 Carlton Gore Road,Newmarket,Auckland,1023,,-36.8653899,174.7766623
CC22580,Langham Partnership New Zealand,22 Dinning Road,, ,Riverhead,0820,,-36.7653118,174.5967182
CC22178,Acharya Ashram NZ,Flat 2,256 Balmoral Road,Sandringham,Auckland,1025,,-36.8859669,174.7411577
CC24295,Hospice Kaipara Incorporated,Kaipara Community Health Services,Awakino Road, ,Dargaville,0310,,-35.9260179,173.8687141
CC22899,Greater Wellington Victim Support Group  (Incorporated),"Westfield Tower Level 5/45 Knights Road, ","Hutt Central, ", Lower Hutt 5010,Lower Hutt,5010,,-41.210746,174.9061586
CC25797,Trust Investments Management Charitable Trust,Level 4,123 Carlton Gore Road,Newmarket,Auckland,1023,,-36.8653899,174.7766623
CC21568,William J Hogg Upper Waitaki Scholarship Trust,10 Waitaki Avenue,20 Eden Street,Oamaru North,Oamaru,9400,,-45.076698,170.9925645
CC21668,Leadership Development International New Zealand,22 Dinning Road,Riverhead 0820, ,Riverhead,0820,,-36.7653118,174.5967182
CC21651,Leadership Development International,22 Dinning Road,, ,Riverhead,0820,,-36.7653118,174.5967182
CC26721,Sir Woolf Fisher Charitable Trust,Flat 4,26 Wallace Street,Herne Bay,Auckland,1011,,-36.8443651,174.7328323
CC24766,Frances Muter Charitable Trust,Level 14,45 Johnston Street,Wellington Central,Wellington,6011,,-41.2827678,174.7763466
CC22439,Medical Research Institute Of New Zealand,"Level 7, CSB Building",Wellington Regional Hospital,Riddiford Street,Wellington,6021,,-41.3088763,174.7800823
CC22315,Lister Home Incorporated,24 Innes Street,, ,Waimate,7924,,-44.7319653,171.0445577
CC21729,Whaioro Trust Board,6 Linton Street,Palmerston North 4410, ,Palmerston North,4410,,-40.3587001,175.6099302
CC22108,Discovery School Parent Teachers Association Incorporated,C/O  Discovery School,2 Pullen Lane,Whitby,Porirua,5024,,-41.1109473,174.8894604
CC22304,Whangarei Heads Volunteer Surf Life Saving Patrol Incorporated,29 Ranui Road,Whangarei Heads 0174,Whangarei Heads,Whangarei Heads,0174,,-35.839,174.5735373
CC22442,The Society Of Saint Pius X,88 Alma Road, ,Gonville,Wanganui,4501,,-39.939817,175.0241778
CC21971,Estate C H Butler,C/- FRENCH BURT PARTNERS,110 Don Street, ,Invercargill,9810,,-46.410623,168.3547936
CC32141,The Greek Orthodox Community Of Palmerston North And Surroundings Incorporated,30 Rochester Street, ,Awapuni,Palmerston North,4412,,-40.3715054,175.5882961
CC22325,Parentline Manawatu Incorporated,77 King Street,, ,Palmerston North,4410,,-40.3533543,175.6117931
CC22165,Te Omanga Hospice Foundation,136 Woburn Road, ,Woburn,Lower Hutt,5010,,-41.2173619,174.9043531
CC21876,First Church Of Christ Scientist Auckland,6 Auburn Street, ,Takapuna,Auckland,0622,,-36.7892218,174.7687698
CC27708,Lyall Bay Reef Charitable Trust,148 Queens Drive, ,Lyall Bay,Wellington,6022,,-41.328214,174.791498
CC25252,Marlborough Guild Of Woodworkers Incorporated,1 Thomas Road,RD 3,Tuamarina,Blenheim,7273,,-41.4396097,173.9805234
CC24407,Voice Of Islam,Unit 14,150 Harris Road,East Tamaki,Auckland,2013,,-36.9294782,174.8958272
CC22447,Big Buddy Mentoring Trust,300 Great South Road, ,Greenlane,Auckland,1051,,-36.8889841,174.7923603
CC24344,La Salle House Limited,Francis Douglas Memorial College,Tukapa Street, ,New Plymouth,,,-39.0810402,174.0533066
CC25070,Central Lakes Direct Limited,190 Waenga Drive,, ,Cromwell,9310,,-45.0378039,169.1959706
CC21525,Philip Brown Fund,9 Yelverton Place, ,Huntsbury,Christchurch,8022,,-43.5762945,172.6505019
CC36104,First Church Of Christ Scientist Lower Hutt Trust Board,109 Woburn Road, ,Woburn,Lower Hutt,5010,,-41.215338,174.9023672
CC26312,The Rotary Club Of St Johns Ellerslie Charitable Trust,Unit 5,15 Ngaio Street,Orakei,Auckland,1071,,-36.8595283,174.8147099
CC22262,Elsie & Ray Armstrong Charitable Trust,470 Camp Hill Road,RD 2,Hawea Flat,Wanaka,9382,,-44.6517717,169.2778911
CC21630,Beneficiary Advisory Service ,213 Lichfield Street, ,Christchurch Central,Christchurch,8011,,-43.5338829,172.6473339
CC26746,Waikawa District Museum Incorporated,604 Niagara Waikawa Road,RD 1,Waikawa,Tokanui,9884,,-46.6236973,169.1334074
CC22774,Wanganui In Bloom Endowment Trust,C/- Stephen Lace & Associates Limited,Cnr Wicksteed & Ingestre Street, ,Wanganui,4500,,-39.9297042,175.0486557
CC28144,South Taranaki Parents Centre Incorporated,34 Fairfield Road,, ,Hawera,4610,,-39.5970937,174.2825014
CC21996,Ingwavuma Orphan Trust Fund of New Zealand,14 Colina Street, ,Avonhead,Christchurch,8042,,-43.5190445,172.5582436
CC30990,Napier Pipe Band Incorporated,19 Delhi Road, ,Hospital Hill,Napier,4110,,-39.4945708,176.8966392
CC21641,The Waimea Scholarship,PITT & MOORE,PO Box 42, ,Nelson,7040,,-41.2741421,173.2847004
CC24319,New Zealand Chinese Association Canterbury Branch Incorporated,22 St Asaph Street, ,Christchurch Central,Christchurch,8011,,-43.536624,172.6252958
CC22534,J A Redpath Charitable Trust,C/- Hill Lee & Scott,36 Sir William Pickering Drive,Burnside,Christchurch,8053,,-43.4985641,172.5601105
CC26315,Tandem Ministries,2B William Pickering Drive, ,Rosedale,Auckland,0632,,-36.7542176,174.7063524
CC22545,Carncot Private School Trust,Carncot School,263 Broadway Avenue, ,Palmerston North,4414,,-40.3495302,175.6216847
CC24578,The Ravenscar Trust,416 Papanui Road,,Strowan,Christchurch,8053,,-43.5007828,172.6118528
CC22532,AFS Educational Trust,"Level 2, 50 Customhouse Quay", ,Wellington Central,Wellington,6011,,-41.2840575,174.7771121
CC22251,Berkeley House Trust Incorporated,46 Waipapa Road, ,Hataitai,Wellington,6021,,-41.3008485,174.7995788
CC21607,Alzheimers Society Eastern Bay Of Plenty Incorporated,1st Floor,193-195 The Strand, ,Whakatane,3120,,-37.9521454,176.9943542
CC22533,The Hawke's Bay Christian School Association Incorporated,NO DETAILS PROVIDED,, ,NO DETAILS PROVIDED,,,-40.900557,174.885971
CC34348,New Zealand Garden & Art Festival Trust,5 Wharf Street,Tauranga 3110, Tauranga South,Tauranga,3110,,-37.6832431,176.1696366
CC21543,The Auckland Baptist Tabernacle Missions Trust,429 Queen Street, ,Auckland Central,Auckland,1010,,-36.8573516,174.7611466
CC27119,Southland Multicultural Trust,46 Kelvin Street,, ,Invercargill,9810,,-46.4103972,168.3504427
CC21554,Mahuika House Trust,114 Downes Street,, ,Te Awamutu,3800,,-38.0123666,175.3153605
CC24259,Awhitu Peninsula Landcare Incorporated,2610 Awhitu Road,RD 4, ,Awhitu,2684,,-37.1125185,174.6149913
CC24492,Friends of the  Horowhenua Libraries Incorporated,TE TAKERE,10 Bath Street, ,Levin,5510,,-40.6230783,175.2840469
CC37840,Waikanae Cameo Society Incorporated,5 Arthur Grove,, ,Waikanae,5036,,-40.8697081,175.0653683
CC21577,Govett-Brewster Foundation,C/- Govett-Brewster Art Gallery,Queen Street, ,New Plymouth,4342,,-39.0584945,174.0701064
CC21538,Waiuku Early Learners Incorporated,43 Constable Road,, ,Waiuku,2123,,-37.252049,174.7246788
CC21530,Percy Thomson Trust,63 Miranda Street,Stratford 4332, ,Stratford,4332,,-39.3406824,174.2831361
CC21559,Connect Church New Zealand,44A Rothwell Street, ,Redruth,Timaru,7910,,-44.4186014,171.2451533
CC22362,Coopers Beach Christian Youth Camp Ownership Committee,154 State Highway 10,Coopers Beach 0420, ,Coopers Beach,0420,,-34.9915985,173.5113882
CC24285,Pilmuir Accommodation Ltd,67 Pilmuir Street, ,Boulcott,Lower Hutt,5010,,-41.2053988,174.9260813
CC26691,YMCA Of Greater Wellington Charitable Trust,67 Pilmuir Street, ,Boulcott,Lower Hutt,5010,,-41.2053988,174.9260813
CC22655,Incedo Incorporated,195 Wicksteed Street,, ,Wanganui,4500,,-39.9298529,175.0489291
CC21643,The Hill After School Care and Play Trust,32 Napier Terrace, ,Hospital Hill,Napier,4110,,-39.4883556,176.9085924
CC21723,Tramway Historical Society Inc,275 Bridle Path Road, ,Ferrymead,Christchurch,8022,,-43.5637208,172.7078673
CC22455,Northern Auckland Free Kindergarten Association Incorporated,Unit 1,17 Corinthian Drive,Albany,Auckland,0632,,-36.7336091,174.7101302
CC24315,Bone Marrow Cancer Research Trust,C/- BONE MARROW CANCER RESEARCH TRUST,1 Cambridge Terrace,Christchurch Central,Christchurch,8013,,-43.5333261,172.6280431
CC24327,The Missions To Seamen Wellington Endowment Trust,Centreport,2 Fryatt Quay,Pipitea,Wellington,6011,,-41.2768817,174.7854696
CC23192,Pahiatua Upstairs Cinema Society,62 Main Street,Pahiatua 4910, ,Pahiatua,4910,,-40.4515979,175.8412963
CC21628,YMCA Central Incorporated,67 Pilmuir Street, ,Boulcott,Lower Hutt,5010,,-41.2053988,174.9260813
CC21747,Camp Kaitoke Limited,67 Pilmuir Street, ,Boulcott,Lower Hutt,5010,,-41.2053988,174.9260813
CC31158,The Timber Museum of New Zealand Trust,2331 State Highway 1, ,Lichfield,Putāruru,3482,,-38.0693405,175.7900523
CC22413,Harbour Hospice Trust,7 Shea Terrace, ,Takapuna,Auckland,622,,-36.7835971,174.7568217
CC22411,Harbour Hospice Development Foundation,7 Shea Terrace, ,Takapuna,Auckland,622,,-36.7835971,174.7568217
CC25565,Waipa King Country Provincial Rural Women New Zealand Incorporated,127 Wharepapa South Road,RD 7, ,Te Awamutu,3877,,-38.1455378,175.5244267
CC32633,The Auckland Film Society Incorporated,36 Kingsland Avenue, ,Kingsland,Auckland,1021,,-36.8702531,174.7409007
CC24399,Taupo Community Child Care Trust,20 Waikato Street,, ,Taupo,3330,,-38.6815518,176.0720753
CC25304,Christchurch Guangdong Association Incorporated,285 Riccarton Road, ,Upper Riccarton,Christchurch,8041,,-43.5313486,172.5822486
CC24111,The Douglas Charitable Trust,C/- BDO Auckland,"Level 10, BDO Tower","19 Como Street, Takapuna",Auckland ,0740,,-36.7879533,174.7700971
CC22079,Sheng Yuan Buddhist Charitable Trust,17 Wairakei Street, ,Greenlane,Auckland,1051,,-36.8937761,174.8006679
CC25069,Central Lakes Trust,190 Waenga Drive,, ,Cromwell,9310,,-45.0378039,169.1959706
CC20754,Citizens Advice Bureau Petone Incorporated,6 Britannia Street, ,Petone,Lower Hutt,5012,,-41.2249194,174.8798801
CC25003,Holy Cross Seminary,44 Vermont Street, ,Ponsonby,Auckland,1011,,-36.8533784,174.7428169
CC22703,The Kagyu Choeyang Ling Trust,485 Hill Street,, ,Richmond,7020,,-41.3614752,173.1772436
CC25235,Otepoti Dunedin Whanau Refuge,,,,,,,-40.900557,174.885971
CC27522,New Zealand Tsi Ming Charitable Trust Board,17 Wairakei Street, ,Greenlane,Auckland,1051,,-36.8937761,174.8006679
CC24039,Variety - The Children's Charity Incorporated,300 Great South Road, ,Greenlane,Auckland,1051,,-36.8889841,174.7923603
CC21453,Chinese Mental Health Consultation Services Trust,134 Pah Road, ,Royal Oak,Auckland,1023,,-36.9144063,174.7691414
CC25421,Kadampa Buddhist Charitable Trust,2/9 Charles Street, ,Papatoetoe,Auckland,2025,,-36.9678664,174.8636968
CC22426,Church of the Nazarene (New Lynn) Trust Board,128 Seabrook Avenue, ,New Lynn,Auckland,0600,,-36.9199561,174.6704771
CC23167,Scots College Incorporated,38 Monorgan Road, ,Strathmore Park,Wellington,6022,,-41.3274585,174.8178155
CC22460,Gisborne Hospital Trust,57 Customhouse Street,, ,Gisborne,4010,,-38.6692247,178.0261379
CC22420,Seniornet Kapiti Incorporated,200 Matai Road, ,Raumati Beach,Paraparaumu,5032,,-40.9236346,174.9886452
CC22431,Friends Of Waikato Museum Of Art And History Incorporated,Waikato Museum,Grantham Street, ,Hamilton,,,-37.7898412,175.286382
CC22628,Greenlane Christian Fellowship Trust Board,17 Marewa Road, ,Greenlane,Auckland,1051,,-36.8881496,174.7942941
CC24333,The Christian Congregation In New Zealand,107A Marlow Road, ,Aranui,Christchurch,8061,,-43.51467,172.7067152
CC36709,The International Society for Fluoride Research Incorporated,271 High Street, ,Dunedin Central,Dunedin,9016,,-45.879578,170.4963744
CC22471,Stoke Toy Library Society Incorporated,206 Songer Street, ,Stoke,Nelson,7011,,-41.3129336,173.2318327
CC22366,Kimberley Trust,27 Marewa Road, ,Greenlane,Auckland,1051,,-36.8880619,174.7936795
CC22429,Age Concern Wairarapa Incorporated,14B Queen Street,, ,Masterton,5810,,-40.9478192,175.664634
CC22389,Johnsonville Terrace Centre Trust Board,18 Dr Taylor Terrace, ,Johnsonville,Wellington,6037,,-41.2229172,174.8031883
CC22754,Pinpoint Counselling Service,382 Upper Harbour Drive, ,Greenhithe,Auckland,0632,,-36.7620192,174.7046614
CC22377,Otahuhu Community Baptist Church,45 Mason Avenue, ,Otahuhu,Auckland,1062,,-36.9438705,174.839795
CC24498,Leukaemia & Blood Cancer New Zealand,6 Claude Road, ,Epsom,Auckland,1023,,-36.8944777,174.7752978
CC21752,United Maori Mission Incorporated,10 Burleigh Street, ,Grafton,Auckland,1023,,-36.865168,174.7629197
CC25064,Word Of Life Believers,5 Van Dyke Place, ,Halswell,Christchurch,8025,,-43.5667114,172.5527978
CC39060,Grey Power Wairoa And District Association Incorporated,95 McLean Street,Wairoa 4108, ,Wairoa,4108,,-39.0455002,177.426813
CC22475,Kindred Trust Board,28 Young Street,, ,New Plymouth,4310,,-39.0578609,174.0666292
CC24447,Cape Horn Foundation,49 Cape Horn Road, ,Mount Roskill,Auckland,1041,,-36.9376436,174.7312378
CC24495,The Standby Association Of Waverley,27 Weraroa Road,, ,Waverley,4510,,-39.7640164,174.6372716
CC40132,Te Korowai Roopu Tautoko Incorporated,80 Tūwharetoa Street,Taupo 3330, ,Taupo,3330,,-38.6892507,176.0723356
CC24401,Morrinsville Historical Society Incorporated,41 Canada Street,, ,Morrinsville,3300,,-37.6566243,175.529549
CC22775,St. Stephen's Close Charitable Trust,St Stephen's Parish Office,Cnr Park and Tancred Streets, ,Ashburton,7700,,-43.9078598,171.7499316
CC22352,Albinism Trust,7 Earl Street,, ,Levin,5510,,-40.6157838,175.2822279
CC21587,Raymond Madsen Trust,53 Victoria Street, ,Christchurch Central,Christchurch,8013,,-43.5262481,172.6328645
CC24589,Cenacle Sisters Trust Board,2 Olliver Grove, ,Waikanae Beach,Waikanae,5036,,-40.8516489,175.0376273
CC24569,The New Brighton & Districts Historical Society and Museum Incorporated,8 Hardy Street, ,New Brighton,Christchurch,8061,,-43.5089197,172.7245352
CC22320,Churches Education Commission Trust Board,Level 1, 55 Hugo Johnston Drove,Penrose,Auckland,1061,,-36.9219119,174.8209851
CC22354,Featherston Assembly Of God Property Trust Board,22-30 Birdwood Street,, ,Featherston,,,-41.1143333,175.3309675
CC28142,A3 Kaitiaki Limited,51 Macandrew Road,258 Stuart Street,South Dunedin,Dunedin,9012,,-45.8963057,170.5018521
CC21496,Hearts & Minds NZ Incorporated,Level 1,65 Pearn Crescent, Northcote,Auckland,0627,,-36.800484,174.746333
CC22506,The Papatoetoe Railway Station Preservation Trust,2 Jacaranda Court,, ,Pukekohe,2120,,-37.2131834,174.8964472
CC25728,Naku Enei Tamariki Incorporated,7 Barnes Street, ,Seaview,Lower Hutt,5010,,-41.2426155,174.9070206
CC24476,Field Collection Trust,229 Otaihanga Road, ,Otaihanga,Paraparaumu,5036,,-40.8920857,175.0303817
CC22445,The Restore Trust,40 Sierra Way,RD 3,Ramarama,Drury,2579,,-37.1387393,174.9689785
CC22555,Nor-West Community Patrol Trust,KUMEU POLICE,PO Box 143, ,Kumeu,841,,-36.776088,174.5561749
CC24539,Napier Arts Club Incorporated,122 Vigor Brown Street, ,Napier South,Napier,4110,,-39.5027762,176.9106186
CC28889,Greytown Returned Services Association,16 Papawai Road,, ,Greytown,5712,,-41.0885791,175.4552083
CC31994,Ngapuhi Hokianga Ki Te Raki Incorporated Society,78 Poieke Road,RD 2,Umawera,Okaihau,0476,,-35.3301854,173.5603368
CC22780,Te Ara Metua Punanga Reo Kuki Airani Incorporated,2 O'Sullivan Drive,, ,Tokoroa,3420,,-38.220881,175.872944
CC22796,Rangiahua Marae,331 Rangiahua Road,RD 3, ,Wairoa,4193,,-38.9399839,177.3146976
CC22791,Hawkes Bay Rescue Helicopter Trust,The Graeme Lowe Rescue Helicopter Centre,Orchard Road, ,Hastings,,,-39.6273401,176.8214106
CC22721,Chandrakirti Trust,289 Sunrise Valley Road,RD 1, ,Upper Moutere,7173,,-41.2980722,173.0155972
CC23577,Humphry Bayly Charitable Trust,12 Locke Street,, ,Wairoa,4108,,-39.0345204,177.4220547
CC23851,Vision Waihi Trust,126 Seddon Street,, ,Waihi,3610,,-37.3898065,175.8432599
CC22792,Seniornet Whitianga Incorporated,4 The Crows Nest,RD 1,Cooks Beach,Whitianga,3591,,-36.839973,175.7510952
CC22464,Arapohue Bush Camp Trust Board,1090 SH 1,RD 3, ,Warkworth,983,,-36.4730097,174.652333
CC28322,Te Whanau Hou - Grovetown Lagoon Incorporated,PO Box 443,, ,Blenheim,7240,,-41.5139393,173.9575106
CC23424,"Bochasanwasi Shri Akshar Purushottam Swaminarayan Sanstha, New Zealand Incorporated",BAPS (NZ) INC,21 Barrhead Place,Avondale,Auckland,600,,-36.9031029,174.6995222
CC24489,Moneywise Manawatū,HANCOCK COMMUNITY HOUSE,77 King Street, ,Palmerston North,4410,,-40.3533335,175.6118821
CC22740,Age Concern Marlborough Incorporated,COMMUNITY CENTRE,25 Alfred Street, ,Blenheim,7201,,-41.5112187,173.9576979
CC24802,Leonard Monk Charitable Trust,C/- TREADWELLS  Level 14,45 Johnston Street,Wellington Central,Wellington,6011,,-41.2827678,174.7763466
CC25869,William Noel Pharazyn Charitable Trust,C/- TREADWELLS  Level 14,45 Johnston Street,Wellington Central,Wellington,6011,,-41.2827678,174.7763466
CC23218,Eleanor May Pharazyn Charitable Trust,C/- TREADWELLS  Level 14,45 Johnston Street,Wellington Central,Wellington,6011,,-41.2827678,174.7763466
CC24107,Sexual Abuse Support and Healing (SASH-Nelson) Incorporated,144 Collingwood Street,,,Nelson,7010,,-41.2758235,173.2864328
CC27987,Sport Northland,97 Western Hills Drive, ,Kensington,Whangarei,0112,,-35.7080375,174.3127353
CC20857,Alexandra Community Advice Network Incorporated,Alexandra Community House,14-20 Centennial Avenue, ,Alexandra,9320,,-45.25486,169.3915342
CC25920,Society Of St Francis Trust Board,32 Alison Street, ,Hamilton Lake,Hamilton,3204,,-37.8042616,175.2711495
CC22424,Howick Stroke Club,Shop 2,317 Sunset Road,Sunnynook,Auckland,0632,,-36.7472225,174.7398139
CC24493,John McGlashan College Charitable Trust,2 Pilkington Street, ,Maori Hill,Dunedin,9010,,-45.8558055,170.4977814
CC22372,Mactodd Community Charitable Trust,C/- Mactodd Lawyers,"Level 3, 11-17 Church Street ", ,Queenstown,9300,,-45.03271,168.6615248
CC22962,He Matapuna Ora Charitable Trust Board,73 Quarantine Road, ,Annesbrook,Nelson,7011,,-41.2981661,173.2372524
CC31267,Aoga Amata Pacific Island Church Avondale Trust,43 Rosebank Road, ,Avondale,Auckland,1026,,-36.8941575,174.6983369
CC29590,Silverdale And Districts Historical Society Incorporated,15 Wainui Road,, ,Silverdale,0932,,-36.6163816,174.6779252
CC22236,Mt Wellington Community Church,3 Waipuna Road, ,Mount Wellington,Auckland,1060,,-36.9092645,174.8389045
CC29197,Steam Incorporated,219 State Highway 59,, ,Paekakariki,5034,,-40.985394,174.9577768
CC23673,Tertiary Students Christian Fellowship NZ Incorporated,9a Oxford Terrace, ,Mount Cook,Wellington,6021,,-41.3039706,174.7798851
CC31003,Otago & Southland Organ Association Incorporated,17 Elliffe Place, ,Shiel Hill,Dunedin,9013,,-45.8912675,170.5373545
CC22440,Prison Care Ministries,70 Kent Street, ,Frankton,Hamilton,3204,,-37.787331,175.2639908
CC24519,Morepork Mountain Trust,80 Cowper Road,Dannevirke 4930, ,Dannevirke,4930,,-40.2272584,176.1104369
CC22328,Bibles For New Zealand Trust Board,29 Omega Street, ,Rosedale,Auckland,0632,,-36.752556,174.7108809
CC39136,Arthur's Pass Association Incorporated,127 Mairaki Road,RD 1,Fernside,Rangiora,7471,,-43.3015504,172.5006944
CC27621,Titirangi Community Arts Council Incorporated,"Upstairs Art Gallery. Level 1, Lopdell House",418 Titirangi Road,Titirangi,Auckland,0604,,-36.9382857,174.6554797
CC20083,Academy Of Diving Trust,70 Clifton Terrace, ,Fitzherbert,Palmerston North,4410,,-40.3792145,175.6228336
CC21694,"Self-Realization, Meditation And Healing Centre Charitable Trust (New Zealand)",33 Adian Way,RD 2,Loburn,Rangiora,7472,,-43.2643316,172.5739841
CC27476,The United Fire Brigades' Association of New Zealand (Incorporated),86 Main Road, ,Tawa,Wellington,5028,,-41.1767159,174.8258719
CC21821,Kotuku Music Academy Support Trust,977 Kakariki Road,, ,Eketahuna,4995,,-40.5789919,175.659958
CC24522,Wairakei Charitable Trust,88 Kaimanawa Street,Taupō 3330, ,Taupō,3330,,-38.6838468,176.0787336
CC26906,Burnside Elim Church Trust,193 Grahams Road, ,Burnside,Christchurch,8053,,-43.5011598,172.5770262
CC22516,Waikato Board Of Diocesan Schools,100 Morrinsville Road, ,Hillcrest,Hamilton,3216,,-37.7983879,175.3310954
CC24575,Rangitikei College Trust,20 Bredins Line,, ,Marton,4710,,-40.0689325,175.38442
CC22538,Christchurch Chinese Abundant Life Church,182 The Runway, ,Wigram,Christchurch,8042,,-43.5500359,172.5625596
CC21603,Disability Connect Incorporated,3b Olive Road, ,Penrose,Auckland,1061,,-36.9123339,174.8135007
CC22414,Western Bay Of Plenty Disability Support Trust,1 Waiawa Lane, ,Bethlehem,Tauranga,3110,,-37.7094204,176.113881
CC21693,Don Oliver Youth Sport Foundation,99B Carter Road, ,Oratia,Auckland,0604,,-36.929921,174.6160443
CC24546,Raumati Chapel,PO Box 3042,Onerahi, ,Whangarei,142,,-35.7552457,174.36854
CC22528,Waikuku Youth Development Boxing Club Incorporated,Park Terrace,Waikuku Beach Domain,Waikuku Beach,North Canterbury ,,,-43.2870694,172.7170305
CC38890,Dunedin Astronomical Society Incorporated,Upper Robin Hood Park,City Road, ,Dunedin,9010,,-45.8721095,170.4908386
CC24189,Auckland Common Fund Limited,30 New Street, ,Saint Marys Bay,Auckland,1011,,-36.845234,174.7480725
CC22510,Youth Advance Trust Board,94 Udys Road, ,Pakuranga,Auckland,2140,,-36.9155867,174.8829757
CC21676,Robert Ned Covich Scholarship Fund,30 New Street, ,Saint Marys Bay,Auckland,1011,,-36.845234,174.7480725
CC25744,Pakuranga Christian Fellowship (1970),94 Udys Road, ,Pakuranga,Auckland,2140,,-36.9155867,174.8829757
CC26771,Lynfield College Community Childcare Centre Incorporated,100 Boundary Road, ,Blockhouse Bay,Auckland,600,,-36.9175269,174.7151232
CC31168,The Stewart Island Community Centre Trust,10 Ayr Street, ,Halfmoon Bay,Stewart Island,9818,,-46.8991771,168.127636
CC22451,Southland Heritage Building and Preservation Trust,220 North Road,Cnr North Road & Price St,Waikiwi,Invercargill,9810,,-46.3796277,168.3467929
CC22284,PTC Trust,97 College Street, ,Awapuni,Palmerston North,4412,,-40.3732835,175.5902743
CC26786,Whakatane Community Patrol,4 Sisam Place,,Whakatāne,Whakatane,3120,,-37.9688514,176.9863801
CC22364,Patea District Rest Home,41 Chester Street,Patea 4520, ,Patea,4520,,-39.7538406,174.4730093
CC22419,Te Mana Visions,1 Baxter Place, ,Leamington,Cambridge,3432,,-37.9153188,175.4707947
CC24524,New Zealand Down Syndrome Association Incorporated,31 Harts Creek Lane, ,Northwood,Christchurch,8051,,-43.4468064,172.5986893
CC24808,Southland Free Kindergarten Association Incorporated,86 Victoria Avenue, ,Avenal,Invercargill,9810,,-46.4055011,168.3502578
CC21511,The Sure and Stedfast Development Trust,143 Darnley Road,RD 3, ,Amberley,7483,,-43.0712538,172.7461713
CC27103,Auckland Mathematical Association Incorporated,180 Pigeon Mountain Road, ,Half Moon Bay,Auckland,2012,,-36.8980718,174.9019399
CC25213,The St Andrew's College Foundation,347 Papanui Road, ,Strowan,Christchurch,8052,,-43.507574,172.6143883
CC22505,Estate of Ronald Henrich Nitschke,C/O Perpetual Guardian,"Level 8, 191 Queen Street",Auckland Central,Auckland,1010,,-36.8485007,174.7651644
CC21706,Saint John's College Trust Board,202-210 St Johns Road,Parnell,Saint Johns,Auckland,1072,,-36.8733687,174.8408766
CC27982,Kakaramea Hall Society Incorporated,274 Hursthouse Road,RD 2,Alton,Patea,4598,,-39.664541,174.4452267
CC24877,Christian Camping New Zealand Incorporated,586 Gordonton Road,RD 1,Gordonton,Hamilton,3281,,-37.7031221,175.3056497
CC22507,Estate of Amy Olga Bertha Nitschke,C/O Perpetual Guardian,"Level 8, 191 Queen Street",Auckland Central,Auckland,1010,,-36.8485007,174.7651644
CC26606,Estate of Gordon Lindsey Isaacs,C/O Perpetual Guardian,"Level 23, 191 Queen Street",Auckland Central,Auckland,1010,,-36.8485007,174.7651644
CC22615,Dargaville Baptist Community Church,185 Victoria Street,, ,Dargaville,310,,-35.9371219,173.8772711
